Transaction ID,Date,Time,Store ID,Product ID,Quantity Sold,Price per Unit,Total Sales,Discount,Payment Method,Customer ID
T004791,2020-09-19,01:04 PM,S004,P00184,4,8917.15,35668.6,6758.29,Mobile Payment,C00301
T00838,2022-05-16,02:45 PM,S007,P0069,1,21084.19,21084.19,5998.85,Credit Card,C00673
T001492,2021-09-23,01:16 PM,S001,P0097,2,8890.89,17781.78,658.74,Cash,C00566
T001135,2024-07-11,01:00 PM,S006,P00358,3,86442.93,259328.79,11199.09,Mobile Payment,C007
T002444,2022-11-01,07:21 PM,S007,P00233,1,24168.6,24168.6,6233.53,Debit Card,C0086
T007417,2022-04-26,06:18 PM,S003,P00284,2,25406.07,50812.14,8159.15,Credit Card,C004
T00714,2024-03-22,06:19 PM,S003,P0055,2,71411.79,142823.58,25703.6,Cash,C00191
T008314,2024-02-15,07:47 PM,S004,P00214,2,76546.8,153093.6,3601.74,Credit Card,C00334
T001607,2020-09-04,07:15 PM,S007,P00147,1,13838.68,13838.68,745.56,Credit Card,C00343
T004209,2021-12-26,11:10 AM,S007,P00108,3,48533.99,145601.97,28349.64,Credit Card,C00127
T003031,2021-07-25,06:45 PM,S001,P00257,2,23570.49,47140.98,4031.0,Mobile Payment,C00621
T003493,2021-10-11,12:06 PM,S001,P00224,3,53201.91,159605.73,11041.43,Mobile Payment,C00326
T004196,2021-11-23,12:50 PM,S001,P0061,3,50778.28,152334.84,1626.04,Mobile Payment,C00331
T006582,2022-06-18,04:37 PM,S002,P00173,5,47985.97,239929.85,33412.07,Debit Card,C00193
T004202,2020-04-16,02:57 PM,S008,P00122,1,70263.37,70263.37,9010.66,Cash,C00588
T007561,2022-12-22,02:17 PM,S001,P00206,2,50565.01,101130.02,7309.3,Cash,C00325
T002203,2022-04-25,07:30 PM,S006,P00331,1,90557.51,90557.51,20923.31,Debit Card,C00291
T007835,2021-01-06,07:35 PM,S004,P0044,4,77041.62,308166.48,4931.82,Mobile Payment,C00292
T001075,2020-08-08,11:37 AM,S007,P00125,1,65495.65,65495.65,8569.41,Debit Card,C00183
T00875,2022-04-02,05:12 PM,S003,P00258,4,38013.84,152055.36,12388.64,Debit Card,C00161
T004784,2023-03-24,07:17 PM,S001,P0085,2,79662.09,159324.18,8150.46,Cash,C00661
T006470,2020-01-25,10:40 AM,S005,P0084,3,11836.69,35510.07,694.99,Mobile Payment,C00556
T002846,2020-06-08,08:48 PM,S004,P00307,3,29384.83,88154.49,15030.0,Credit Card,C00114
T00558,2022-06-14,04:22 PM,S003,P0038,2,40745.85,81491.7,22985.29,Mobile Payment,C00331
T005279,2022-05-22,11:50 AM,S006,P0030,3,6283.73,18851.19,1173.6,Credit Card,C00645
T002403,2021-11-11,05:51 PM,S003,P0070,2,68617.79,137235.58,30080.54,Debit Card,C00439
T00554,2022-09-04,01:28 PM,S002,P00253,5,58610.32,293051.6,24564.29,Credit Card,C00188
T005541,2024-01-05,10:10 AM,S006,P0045,4,67154.01,268616.04,31920.35,Mobile Payment,C00638
T003860,2023-02-21,08:15 PM,S008,P00248,2,89189.07,178378.14,4600.06,Credit Card,C0016
T006086,2023-03-06,12:13 PM,S005,P00133,4,3131.42,12525.68,2446.18,Cash,C00597
T002632,2020-09-10,02:57 PM,S007,P00104,5,70848.27,354241.35,83385.92,Mobile Payment,C00587
T003518,2020-10-05,05:32 PM,S002,P00370,4,46894.9,187579.6,28200.45,Mobile Payment,C00298
T007217,2020-08-22,02:27 PM,S007,P00255,4,73435.5,293742.0,47760.91,Cash,C00524
T007627,2022-03-29,08:24 PM,S002,P0024,1,93106.15,93106.15,1855.37,Cash,C00274
T001254,2021-01-31,08:13 PM,S002,P00101,2,47753.84,95507.68,12428.02,Cash,C00601
T004321,2021-04-11,02:14 PM,S002,P00185,2,41975.9,83951.8,21989.01,Credit Card,C00140
T004997,2024-06-30,08:06 PM,S006,P00265,1,56845.86,56845.86,3617.38,Mobile Payment,C00194
T004031,2020-01-24,11:43 AM,S007,P0098,3,66420.98,199262.94,48291.79,Cash,C00548
T008554,2023-11-07,01:48 PM,S002,P00203,1,64020.72,64020.72,1763.37,Debit Card,C00651
T007659,2022-09-29,07:03 PM,S001,P00309,1,44861.54,44861.54,11204.44,Debit Card,C00546
T001376,2022-04-26,05:22 PM,S004,P00281,2,18286.28,36572.56,4732.33,Credit Card,C00179
T006911,2024-07-15,01:56 PM,S002,P00246,2,48852.12,97704.24,5395.39,Credit Card,C00525
T006748,2022-07-20,09:28 PM,S008,P00250,5,53471.84,267359.2,1099.43,Debit Card,C0076
T00687,2023-11-04,10:28 AM,S004,P00309,4,39852.02,159408.08,7737.7,Credit Card,C00288
T002924,2024-01-27,04:42 PM,S002,P00161,1,94149.08,94149.08,21841.83,Debit Card,C00577
T001621,2023-11-21,03:12 PM,S001,P00231,2,81295.51,162591.02,555.39,Cash,C00353
T001435,2020-01-08,12:03 PM,S008,P00224,3,2163.09,6489.27,872.88,Mobile Payment,C00287
T00666,2024-06-02,09:21 PM,S001,P0071,1,85251.54,85251.54,8769.49,Mobile Payment,C00636
T004493,2022-07-05,07:23 PM,S006,P00365,4,11265.66,45062.64,10279.09,Credit Card,C00512
T00440,2022-01-12,11:26 AM,S006,P00230,3,95758.21,287274.63,18456.86,Mobile Payment,C0037
T001021,2020-09-29,07:03 PM,S001,P00232,2,37327.11,74654.22,21325.96,Mobile Payment,C00610
T008845,2020-11-04,08:59 PM,S008,P00111,4,35725.03,142900.12,3430.93,Cash,C00195
T002523,2021-03-16,03:02 PM,S008,P00256,1,26716.28,26716.28,7757.19,Cash,C00366
T005041,2021-09-14,01:39 PM,S008,P0066,3,15985.67,47957.01,6672.46,Debit Card,C00200
T007121,2023-07-12,06:44 PM,S005,P00145,5,59220.81,296104.05,87607.5,Mobile Payment,C00385
T001338,2023-12-21,10:07 AM,S003,P0068,5,59665.62,298328.1,1551.73,Debit Card,C00376
T007104,2022-07-02,01:07 PM,S007,P00371,3,45584.91,136754.73,37453.37,Credit Card,C00662
T002750,2024-01-23,06:50 PM,S007,P00221,4,86321.49,345285.96,87762.18,Credit Card,C00590
T007163,2020-11-20,11:52 AM,S003,P00302,4,83395.03,333580.12,36462.31,Debit Card,C00177
T006990,2020-12-09,03:06 PM,S005,P00200,3,39190.11,117570.33,4941.62,Credit Card,C00506
T001330,2021-07-31,09:00 PM,S002,P0074,4,50850.81,203403.24,16963.63,Cash,C00584
T003043,2023-03-26,10:02 AM,S001,P001,3,75201.8,225605.4,10922.99,Cash,C00187
T003403,2023-04-27,09:29 PM,S008,P00252,4,64740.17,258960.68,33888.64,Cash,C00128
T003968,2023-12-07,03:43 PM,S005,P00216,4,58847.19,235388.76,1642.67,Cash,C00455
T004203,2022-06-13,09:01 PM,S004,P00237,1,63309.23,63309.23,9591.24,Debit Card,C00152
T004006,2022-05-11,04:47 PM,S002,P0096,3,89019.08,267057.24,65966.53,Debit Card,C00167
T007754,2021-01-04,06:55 PM,S001,P00348,3,57194.42,171583.26,34173.5,Debit Card,C00255
T001918,2023-12-28,12:49 PM,S004,P00278,5,36175.96,180879.8,51506.39,Mobile Payment,C00370
T006808,2021-10-17,11:25 AM,S008,P00203,3,72428.02,217284.06,51758.21,Mobile Payment,C00498
T004780,2020-05-02,01:44 PM,S007,P00219,2,26784.01,53568.02,4513.07,Debit Card,C00475
T00360,2022-02-06,02:49 PM,S005,P00261,2,9760.31,19520.62,4534.07,Mobile Payment,C00256
T005648,2021-03-12,05:17 PM,S003,P00369,1,48291.88,48291.88,11469.23,Credit Card,C0083
T002026,2023-12-07,04:58 PM,S001,P00378,1,9035.94,9035.94,367.28,Cash,C00332
T005011,2020-10-07,03:41 PM,S004,P0082,1,99840.08,99840.08,15083.51,Cash,C0092
T001801,2023-09-08,12:09 PM,S004,P0049,1,63616.87,63616.87,13365.34,Cash,C00529
T005093,2021-04-12,07:02 PM,S004,P0075,5,31990.28,159951.4,15328.66,Credit Card,C00203
T003744,2023-01-20,12:41 PM,S002,P00204,5,34329.75,171648.75,41893.99,Cash,C008
T00991,2023-11-20,06:27 PM,S001,P007,2,42550.65,85101.3,9153.28,Debit Card,C00391
T005764,2023-10-05,04:23 PM,S008,P00231,1,35286.44,35286.44,2968.9,Mobile Payment,C00357
T00410,2024-05-18,05:47 PM,S003,P00303,1,1744.67,1744.67,217.22,Cash,C00311
T007107,2021-10-28,02:00 PM,S007,P0095,5,82651.27,413256.35,18262.83,Debit Card,C00354
T005401,2023-10-12,11:33 AM,S005,P00178,3,99286.75,297860.25,3374.51,Debit Card,C00148
T001427,2022-12-23,09:59 PM,S002,P0017,4,78417.34,313669.36,75797.96,Mobile Payment,C0024
T00490,2021-08-15,12:12 PM,S003,P0042,1,74527.33,74527.33,6002.32,Debit Card,C006
T005448,2023-08-21,06:56 PM,S005,P00120,5,53549.74,267748.7,49317.92,Mobile Payment,C00463
T004784,2021-11-07,05:02 PM,S003,P0013,2,58369.51,116739.02,1151.89,Debit Card,C00630
T008325,2021-12-01,08:35 PM,S008,P00141,2,62726.63,125453.26,17178.18,Mobile Payment,C00566
T007266,2022-03-20,05:28 PM,S006,P00288,4,76766.63,307066.52,65946.47,Debit Card,C00471
T001981,2023-04-27,02:52 PM,S004,P0054,3,63840.0,191520.0,29278.16,Mobile Payment,C00109
T00830,2021-11-07,09:51 PM,S002,P00337,3,57462.72,172388.16,2854.83,Cash,C0042
T007249,2021-09-30,09:29 PM,S006,P00131,1,36321.16,36321.16,7500.24,Debit Card,C00330
T006256,2023-08-13,09:50 PM,S002,P00275,4,77207.35,308829.4,10430.29,Mobile Payment,C00272
T00156,2020-07-06,01:56 PM,S007,P00271,3,7621.5,22864.5,4687.61,Cash,C0076
T008862,2020-09-27,04:15 PM,S004,P00212,2,95491.49,190982.98,1119.28,Mobile Payment,C00400
T004945,2023-06-04,12:27 PM,S002,P00368,1,75079.65,75079.65,10829.09,Credit Card,C00372
T006675,2020-05-17,08:08 PM,S001,P00119,4,95263.97,381055.88,84093.64,Debit Card,C0016
T004230,2021-10-09,12:56 PM,S003,P00313,2,21578.85,43157.7,5748.06,Credit Card,C00578
T008836,2021-09-06,09:13 PM,S005,P00289,1,66300.32,66300.32,3993.13,Credit Card,C00274
T003725,2020-09-12,09:47 PM,S003,P00241,5,37484.94,187424.7,47310.55,Debit Card,C00623
T001020,2023-11-20,05:55 PM,S007,P00292,4,38246.72,152986.88,6849.47,Cash,C00158
T006573,2023-03-04,01:57 PM,S003,P0010,5,52778.97,263894.85,61858.11,Mobile Payment,C00406
T004032,2020-03-27,02:04 PM,S001,P0027,4,45844.91,183379.64,14806.09,Credit Card,C00241
T001729,2021-11-27,09:12 PM,S005,P00242,5,34594.05,172970.25,29218.39,Credit Card,C00634
T006549,2021-04-09,08:54 PM,S007,P00319,3,61588.5,184765.5,44651.4,Debit Card,C00253
T007903,2020-03-01,12:04 PM,S003,P00278,5,78019.96,390099.8,34121.85,Mobile Payment,C0047
T006425,2023-07-19,04:35 PM,S002,P00114,2,21114.16,42228.32,81.03,Credit Card,C00604
T003427,2023-08-10,07:15 PM,S004,P00264,1,92461.26,92461.26,17754.27,Credit Card,C0052
T007984,2021-11-12,04:58 PM,S006,P00358,4,42887.22,171548.88,42309.77,Mobile Payment,C00393
T006963,2020-08-31,10:26 AM,S008,P00130,2,19631.3,39262.6,8296.03,Credit Card,C00138
T00302,2024-04-08,12:47 PM,S005,P00167,1,10925.57,10925.57,1597.93,Mobile Payment,C00458
T00807,2020-07-29,06:58 PM,S003,P00220,4,50264.88,201059.52,41505.69,Mobile Payment,C00305
T00285,2024-02-28,05:02 PM,S006,P0089,4,2815.45,11261.8,2992.18,Credit Card,C00566
T002294,2020-08-07,03:23 PM,S002,P0028,2,94351.36,188702.72,47825.65,Debit Card,C00273
T003443,2021-07-20,12:24 PM,S004,P00298,1,72112.32,72112.32,17452.42,Credit Card,C00451
T003615,2020-06-09,03:39 PM,S001,P00117,1,54822.38,54822.38,11323.01,Cash,C00547
T002140,2023-05-24,12:49 PM,S001,P00172,5,50822.37,254111.85,37427.91,Mobile Payment,C0090
T001361,2021-02-16,09:53 PM,S002,P00115,5,37685.61,188428.05,37915.98,Debit Card,C00595
T001148,2022-06-21,02:46 PM,S003,P0086,4,95042.11,380168.44,81994.02,Cash,C0012
T005662,2024-05-09,08:03 PM,S008,P0043,2,17803.04,35606.08,9847.68,Mobile Payment,C00222
T003027,2021-11-03,06:53 PM,S003,P00213,5,78562.04,392810.2,4668.06,Mobile Payment,C00350
T006709,2022-08-06,10:12 AM,S004,P0090,3,40182.7,120548.1,26337.68,Mobile Payment,C0072
T003285,2021-08-15,06:42 PM,S001,P0072,5,80427.89,402139.45,65203.69,Cash,C00126
T00957,2024-04-25,01:20 PM,S002,P00231,4,32776.96,131107.84,10809.41,Debit Card,C0079
T005169,2020-11-05,03:41 PM,S004,P0068,4,9649.19,38596.76,2415.26,Cash,C00175
T002617,2020-08-07,07:39 PM,S001,P00101,5,22580.32,112901.6,26710.31,Mobile Payment,C0081
T008751,2020-09-13,07:35 PM,S004,P0076,1,29237.78,29237.78,3723.08,Mobile Payment,C00316
T003389,2021-10-08,08:02 PM,S001,P00318,1,2741.51,2741.51,481.94,Debit Card,C00668
T006502,2024-05-30,08:43 PM,S002,P00203,1,18325.13,18325.13,4242.78,Mobile Payment,C00340
T007290,2022-12-14,08:10 PM,S003,P00170,4,18920.86,75683.44,9140.97,Cash,C00394
T004514,2023-08-09,12:20 PM,S006,P00115,5,68178.04,340890.2,31998.42,Cash,C00610
T007639,2021-05-25,12:04 PM,S006,P0031,5,20170.48,100852.4,25638.25,Mobile Payment,C00150
T001691,2023-04-14,02:24 PM,S005,P00214,2,28930.17,57860.34,4227.73,Debit Card,C00637
T005627,2022-12-06,01:13 PM,S006,P0088,5,27822.49,139112.45,10631.79,Debit Card,C00437
T005755,2022-05-12,03:35 PM,S005,P0079,1,18863.98,18863.98,3159.97,Cash,C00553
T002967,2020-11-09,09:33 PM,S003,P00204,5,87203.59,436017.95,90969.95,Cash,C00656
T004112,2024-07-01,02:56 PM,S002,P001,4,43082.43,172329.72,47167.84,Cash,C00602
T006542,2023-04-22,05:44 PM,S001,P0072,5,77529.88,387649.4,79117.36,Mobile Payment,C00130
T008915,2023-10-06,09:12 PM,S006,P00339,2,69132.6,138265.2,15038.12,Debit Card,C0022
T008588,2021-05-28,03:17 PM,S008,P0089,5,55770.85,278854.25,55735.8,Cash,C00507
T003631,2022-09-30,12:27 PM,S006,P00222,5,46994.66,234973.3,12092.42,Credit Card,C00494
T008802,2020-08-05,12:56 PM,S005,P00272,1,53987.02,53987.02,4251.52,Debit Card,C00211
T004585,2022-12-23,07:46 PM,S007,P0012,4,65827.39,263309.56,62030.95,Credit Card,C00180
T002830,2020-04-22,07:57 PM,S004,P00181,2,76308.47,152616.94,44844.57,Mobile Payment,C00292
T008435,2020-04-02,01:37 PM,S001,P005,5,63592.56,317962.8,40773.44,Mobile Payment,C00457
T006749,2023-04-28,04:01 PM,S002,P00237,4,68383.76,273535.04,54158.55,Mobile Payment,C00329
T006023,2023-11-25,05:19 PM,S006,P0087,5,56544.04,282720.2,12351.48,Debit Card,C00673
T007012,2021-02-22,09:29 PM,S003,P00263,3,98072.46,294217.38,34294.85,Debit Card,C00557
T006261,2022-09-21,03:16 PM,S004,P00137,5,24454.03,122270.15,5232.47,Debit Card,C00321
T003150,2022-08-13,02:03 PM,S002,P00297,1,22597.26,22597.26,2293.27,Mobile Payment,C00343
T004006,2020-01-01,07:02 PM,S002,P00317,2,45889.74,91779.48,2922.22,Credit Card,C00472
T005055,2022-06-04,09:12 PM,S002,P001,5,28272.57,141362.85,42119.8,Debit Card,C00331
T005289,2020-08-10,07:35 PM,S005,P0074,4,28053.11,112212.44,22668.01,Mobile Payment,C00372
T00412,2022-11-22,11:05 AM,S008,P00219,1,69329.81,69329.81,17501.61,Mobile Payment,C00228
T00674,2023-12-05,11:42 AM,S006,P00375,2,47916.3,95832.6,5012.96,Cash,C00115
T005465,2020-03-14,03:19 PM,S007,P0033,4,96775.41,387101.64,102056.55,Mobile Payment,C00420
T001223,2020-06-09,04:00 PM,S006,P00192,3,98567.84,295703.52,55124.97,Credit Card,C00582
T007611,2020-10-07,11:10 AM,S008,P00284,2,39396.29,78792.58,4273.92,Debit Card,C00308
T004393,2021-11-13,06:06 PM,S002,P00132,5,85334.88,426674.4,18731.94,Credit Card,C0061
T007359,2024-05-13,10:54 AM,S008,P00297,2,69491.68,138983.36,16361.81,Credit Card,C00447
T001586,2021-06-27,07:29 PM,S002,P00121,4,15017.19,60068.76,17298.17,Cash,C00314
T001879,2024-01-01,01:09 PM,S002,P00200,2,97455.72,194911.44,24793.81,Credit Card,C00661
T005717,2022-07-08,02:40 PM,S003,P00131,1,69929.12,69929.12,18776.8,Credit Card,C00257
T005321,2020-07-15,12:35 PM,S006,P00318,4,1125.43,4501.72,1259.78,Credit Card,C00603
T006913,2021-06-28,02:12 PM,S003,P00192,3,40209.38,120628.14,6846.41,Debit Card,C00645
T003793,2023-04-10,09:39 PM,S002,P00341,3,30053.32,90159.96,23894.87,Debit Card,C00464
T007541,2022-08-23,07:45 PM,S004,P00159,5,14656.14,73280.7,17737.13,Credit Card,C00122
T004172,2023-06-10,01:12 PM,S002,P0016,4,32503.02,130012.08,26745.79,Credit Card,C00472
T00765,2022-08-02,10:13 AM,S002,P00336,5,12454.35,62271.75,18282.76,Mobile Payment,C00342
T00823,2023-07-31,05:11 PM,S004,P00230,2,96883.35,193766.7,5008.0,Cash,C00644
T004000,2022-05-23,07:20 PM,S006,P0013,4,43504.91,174019.64,44975.92,Mobile Payment,C00622
T004704,2021-12-19,10:03 AM,S006,P00102,5,54561.9,272809.5,38350.12,Cash,C00662
T00743,2021-07-09,05:42 PM,S003,P00141,3,99876.98,299630.94,88638.95,Mobile Payment,C00477
T00518,2022-03-25,04:53 PM,S003,P00175,2,85048.08,170096.16,15629.4,Cash,C00624
T004182,2023-08-16,06:09 PM,S002,P00252,5,62491.66,312458.3,32357.48,Mobile Payment,C00590
T001551,2020-01-17,02:34 PM,S003,P0081,5,48100.49,240502.45,52751.92,Credit Card,C0053
T00747,2021-12-04,04:12 PM,S003,P00380,2,91525.24,183050.48,40353.56,Debit Card,C00289
T00706,2020-02-18,08:29 PM,S003,P0059,3,36819.98,110459.94,15765.1,Debit Card,C009
T008820,2022-11-07,12:30 PM,S008,P00321,1,67826.1,67826.1,8625.01,Credit Card,C00601
T005008,2020-05-16,03:57 PM,S008,P00285,3,97335.91,292007.73,50289.46,Cash,C0022
T007519,2021-11-04,07:27 PM,S003,P0082,4,38092.34,152369.36,36587.19,Debit Card,C00208
T005741,2022-12-13,01:41 PM,S003,P00317,4,55149.0,220596.0,43362.09,Debit Card,C00592
T007779,2022-11-02,04:17 PM,S006,P00275,1,12400.46,12400.46,2594.16,Credit Card,C0084
T001276,2020-11-24,03:46 PM,S002,P00189,5,12665.28,63326.4,15239.0,Debit Card,C0059
T002474,2022-05-19,09:48 PM,S002,P00362,4,19914.79,79659.16,10998.23,Credit Card,C00229
T00867,2022-01-29,09:41 PM,S004,P00242,5,16745.84,83729.2,7231.24,Cash,C00191
T005325,2020-09-14,08:23 PM,S004,P00277,4,24059.5,96238.0,13745.84,Cash,C00440
T003099,2023-04-21,06:14 PM,S006,P00203,5,66975.72,334878.6,86157.92,Credit Card,C00209
T002071,2021-10-21,07:48 PM,S008,P0086,2,77164.44,154328.88,27608.12,Debit Card,C00289
T00615,2020-04-08,08:04 PM,S005,P00298,4,78339.64,313358.56,66360.43,Debit Card,C00123
T006222,2024-07-08,11:37 AM,S002,P0018,1,73367.95,73367.95,21215.81,Credit Card,C00471
T006422,2020-09-23,11:02 AM,S002,P0026,4,21452.27,85809.08,21044.58,Mobile Payment,C00527
T003558,2021-01-07,08:07 PM,S001,P00285,1,59873.81,59873.81,8464.46,Debit Card,C008
T002335,2020-09-28,01:12 PM,S005,P0078,3,44798.7,134396.1,24983.12,Debit Card,C0092
T007408,2024-04-03,03:49 PM,S007,P00107,2,45966.31,91932.62,12761.93,Debit Card,C00501
T002281,2024-05-19,11:51 AM,S008,P00161,2,57428.64,114857.28,31798.24,Debit Card,C00333
T00206,2020-08-16,04:28 PM,S008,P00366,1,37999.74,37999.74,1325.35,Cash,C00392
T007889,2023-06-30,01:20 PM,S004,P0044,4,99670.88,398683.52,110621.87,Debit Card,C0049
T00122,2020-08-06,06:41 PM,S004,P0057,4,62228.52,248914.08,51216.09,Cash,C00405
T003559,2021-09-14,04:20 PM,S001,P00157,3,61565.24,184695.72,40190.26,Credit Card,C00101
T005952,2023-04-10,11:22 AM,S006,P00366,3,55896.03,167688.09,24504.19,Credit Card,C00108
T006154,2022-02-28,12:37 PM,S004,P00167,5,29052.22,145261.1,40503.62,Mobile Payment,C0095
T003742,2024-02-20,06:16 PM,S005,P0013,5,83227.79,416138.95,49487.42,Cash,C00308
T004930,2021-09-23,09:15 PM,S008,P00319,5,12398.05,61990.25,6928.44,Debit Card,C00528
T008651,2020-03-24,08:30 PM,S003,P00358,4,49069.25,196277.0,11705.63,Debit Card,C00483
T006370,2023-05-05,09:02 PM,S008,P00107,5,60590.43,302952.15,72125.17,Debit Card,C00450
T002417,2022-07-04,12:42 PM,S008,P00138,4,75566.01,302264.04,58751.67,Mobile Payment,C00637
T007739,2020-09-23,02:46 PM,S001,P0027,1,36105.2,36105.2,8472.41,Mobile Payment,C00429
T003707,2020-07-21,09:26 PM,S006,P00114,3,51078.61,153235.83,38299.2,Mobile Payment,C00111
T001123,2022-09-30,02:53 PM,S003,P0023,2,48158.28,96316.56,7245.35,Mobile Payment,C00114
T006298,2020-03-06,04:17 PM,S004,P0082,4,58804.57,235218.28,12035.77,Debit Card,C00621
T003963,2022-07-11,06:28 PM,S003,P00336,1,59895.05,59895.05,1959.79,Debit Card,C0061
T00900,2020-05-10,11:00 AM,S008,P00147,2,86763.96,173527.92,30485.44,Credit Card,C00399
T004682,2021-04-21,05:10 PM,S005,P00312,2,43037.49,86074.98,10580.81,Mobile Payment,C00336
T006446,2020-02-25,11:48 AM,S003,P00221,1,22500.3,22500.3,2439.18,Cash,C00659
T005583,2023-12-20,08:58 PM,S005,P00277,3,53309.31,159927.93,26098.52,Cash,C00106
T001186,2023-04-06,11:14 AM,S004,P00220,3,46543.81,139631.43,3757.82,Debit Card,C00580
T007806,2020-06-07,09:40 PM,S007,P00322,2,55171.31,110342.62,22112.8,Cash,C00467
T007579,2020-03-30,09:43 PM,S003,P0092,4,19475.78,77903.12,22703.63,Cash,C00405
T005311,2021-06-22,07:58 PM,S006,P00241,3,94634.17,283902.51,3364.22,Mobile Payment,C00667
T001313,2022-01-12,01:05 PM,S005,P00316,1,49060.71,49060.71,14414.04,Debit Card,C00287
T002908,2021-02-01,10:06 AM,S006,P00324,4,37829.51,151318.04,38765.07,Debit Card,C0098
T005966,2020-01-29,01:44 PM,S001,P00213,1,40657.94,40657.94,2386.67,Cash,C00550
T004497,2023-12-26,01:19 PM,S004,P00380,5,35898.75,179493.75,11290.15,Mobile Payment,C00672
T00433,2020-02-01,04:59 PM,S006,P00194,2,6145.04,12290.08,980.4,Credit Card,C00581
T007747,2022-03-17,11:30 AM,S001,P0071,4,10868.96,43475.84,7248.63,Debit Card,C00157
T007470,2021-04-17,06:07 PM,S004,P00224,2,7047.81,14095.62,158.8,Mobile Payment,C00614
T008908,2023-01-02,01:40 PM,S003,P00108,4,76819.27,307277.08,55382.34,Credit Card,C00342
T006864,2020-08-08,06:14 PM,S008,P0069,3,60276.38,180829.14,9942.25,Cash,C00422
T005390,2023-12-23,05:20 PM,S002,P00352,4,25596.74,102386.96,21376.42,Debit Card,C00240
T003611,2020-03-05,04:04 PM,S003,P00222,3,49469.34,148408.02,30037.32,Cash,C00632
T006087,2021-10-16,09:37 PM,S002,P00335,3,16198.94,48596.82,699.24,Debit Card,C0029
T006669,2020-01-21,11:18 AM,S004,P0096,1,91712.26,91712.26,5489.83,Debit Card,C00299
T002373,2020-01-28,01:32 PM,S002,P0043,3,53265.82,159797.46,47873.2,Credit Card,C00230
T008313,2023-04-25,12:37 PM,S001,P00285,3,57285.32,171855.96,33883.89,Cash,C0036
T004224,2020-01-19,04:35 PM,S003,P0015,1,82030.5,82030.5,8500.17,Credit Card,C00237
T005404,2020-04-21,08:18 PM,S002,P0086,4,37490.26,149961.04,19404.45,Mobile Payment,C0031
T008818,2024-01-27,06:53 PM,S002,P00300,2,42473.13,84946.26,9510.68,Mobile Payment,C00344
T005482,2023-03-27,10:26 AM,S001,P00351,5,34878.17,174390.85,3645.93,Cash,C00418
T00273,2021-01-29,09:45 PM,S007,P0051,1,90540.48,90540.48,14365.17,Mobile Payment,C00251
T003997,2023-01-03,02:51 PM,S006,P00281,2,16478.54,32957.08,9276.61,Mobile Payment,C00227
T005132,2020-03-18,02:52 PM,S008,P00209,5,42205.1,211025.5,61309.09,Cash,C00197
T005913,2023-09-07,08:23 PM,S001,P00373,3,91043.44,273130.32,30891.39,Debit Card,C00541
T008355,2023-10-02,02:44 PM,S002,P00254,5,74028.5,370142.5,1346.39,Credit Card,C003
T00806,2023-10-14,08:11 PM,S004,P00260,2,86565.56,173131.12,18308.72,Credit Card,C00397
T00210,2022-11-19,01:05 PM,S005,P00245,4,23994.91,95979.64,17833.71,Debit Card,C00143
T005505,2020-10-26,05:25 PM,S007,P00198,1,77946.49,77946.49,14220.28,Cash,C00344
T005949,2020-07-12,04:59 PM,S006,P003,1,57895.64,57895.64,2867.93,Mobile Payment,C00623
T001727,2023-06-19,07:41 PM,S001,P00375,1,55005.1,55005.1,8730.25,Cash,C00111
T008962,2020-07-29,06:42 PM,S005,P00373,4,6991.77,27967.08,8225.14,Cash,C00646
T003061,2022-03-09,03:40 PM,S007,P00110,1,4085.46,4085.46,635.41,Credit Card,C00508
T008354,2021-11-15,03:03 PM,S001,P0061,5,63764.48,318822.4,24770.29,Cash,C00108
T008118,2021-05-17,05:19 PM,S006,P00164,1,39549.43,39549.43,8254.43,Debit Card,C00315
T00455,2021-10-01,06:55 PM,S001,P0038,1,13198.11,13198.11,2298.51,Debit Card,C00149
T003346,2024-01-17,01:48 PM,S005,P00188,3,37463.24,112389.72,7874.95,Cash,C00643
T007408,2022-08-18,08:13 PM,S008,P00216,2,77216.0,154432.0,8467.39,Mobile Payment,C00496
T006954,2024-01-19,03:35 PM,S004,P0066,3,13291.55,39874.65,2460.76,Mobile Payment,C00103
T005829,2020-04-28,06:05 PM,S001,P0097,5,38749.32,193746.6,40784.96,Mobile Payment,C00666
T003835,2023-03-04,06:06 PM,S008,P0043,4,45673.25,182693.0,6137.46,Mobile Payment,C00469
T004941,2021-05-20,08:46 PM,S004,P00171,4,36723.69,146894.76,33875.4,Cash,C00390
T002927,2022-12-11,12:41 PM,S001,P00316,1,31652.89,31652.89,5638.88,Debit Card,C00354
T001676,2021-06-20,05:23 PM,S005,P00257,1,37305.5,37305.5,7359.08,Cash,C00313
T006585,2021-05-21,11:31 AM,S008,P00336,5,90517.26,452586.3,31846.96,Credit Card,C0096
T006119,2022-08-11,07:29 PM,S006,P0029,4,69608.44,278433.76,80490.25,Credit Card,C0037
T00919,2020-07-08,08:38 PM,S003,P00212,5,25793.51,128967.55,2763.28,Credit Card,C00129
T005027,2023-06-02,12:13 PM,S008,P0056,1,23731.63,23731.63,3692.68,Debit Card,C00149
T001772,2021-12-21,09:25 PM,S007,P0090,2,49746.42,99492.84,15633.0,Cash,C00347
T001845,2022-06-22,08:49 PM,S007,P00310,1,11383.25,11383.25,2368.42,Credit Card,C00432
T003862,2023-03-17,09:26 PM,S001,P00225,4,77949.64,311798.56,4968.83,Cash,C00115
